"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","3.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","2.7","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","5.5","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","7.2","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","4.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","7.2","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","4.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","9.2","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","4.0","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","3.1","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Males","Percentage","242","units","0","v102040370","1.6.28.2","4.5","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","1.7","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","","x","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","4.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","5.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","4.3","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","7.0","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","11.3","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","6.6","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","2.7","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","3.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Professional occupations in art and culture [51]","Females","Percentage","242","units","0","v102040371","1.6.28.3","6.6","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","5.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","5.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","15.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","22.7","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","23.7","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","24.5","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","19.8","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","14.5","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","13.5","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","14.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Both sexes","Percentage","242","units","0","v102040372","1.6.29.1","9.4","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","6.6","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","4.2","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","14.6","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","23.3","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","22.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","26.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","24.6","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","17.6","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","12.9","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","20.8","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Males","Percentage","242","units","0","v102040373","1.6.29.2","8.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","4.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","5.7","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","15.9","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","22.1","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","24.7","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","22.6","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","15.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","11.8","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","14.0","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","9.8","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Technical occupations in art, culture, recreation and sport [52]","Females","Percentage","242","units","0","v102040374","1.6.29.3","10.2","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","4.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","4.2","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","10.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","19.1","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","20.6","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","16.1","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","12.8","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","11.5","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","9.3","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","8.7","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Both sexes","Percentage","242","units","0","v102040375","1.6.30.1","8.9","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","4.7","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","4.8","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","9.8","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","17.8","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","19.4","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","15.5","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","13.2","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","11.8","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","9.6","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","9.7","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Males","Percentage","242","units","0","v102040376","1.6.30.2","9.7","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","4.1","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","3.7","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","10.7","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","20.1","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","21.7","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","16.7","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","12.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","11.2","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","9.2","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","7.9","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales and service occupations [6]","Females","Percentage","242","units","0","v102040377","1.6.30.3","8.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","2.7","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","2.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","3.4","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","9.2","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","6.7","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","5.2","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","4.7","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","3.8","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","4.7","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","4.4","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Both sexes","Percentage","242","units","0","v102040378","1.6.31.1","5.5","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","2.4","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","1.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","2.6","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","8.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","5.2","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","5.0","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","3.0","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","3.3","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","5.5","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","5.1","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Males","Percentage","242","units","0","v102040379","1.6.31.2","4.3","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","3.1","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","3.0","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","4.2","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","10.5","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","8.4","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","5.5","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","6.7","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","4.3","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","3.6","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","3.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Retail sales supervisors and specialized sales occupations [62]","Females","Percentage","242","units","0","v102040380","1.6.31.3","6.8","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","4.0","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","4.8","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","11.9","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","21.7","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","22.0","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","15.4","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","12.4","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","9.0","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","9.4","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","7.9","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Both sexes","Percentage","242","units","0","v102040381","1.6.32.1","8.0","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","5.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","6.2","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","14.7","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","26.7","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","26.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","17.7","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","15.3","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","9.8","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","9.2","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","11.5","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Males","Percentage","242","units","0","v102040382","1.6.32.2","9.4","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","2.5","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","3.6","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","9.1","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","16.8","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","17.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","12.9","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","9.5","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","8.3","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","9.6","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","4.0","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Service supervisors and specialized service occupations [63]","Females","Percentage","242","units","0","v102040383","1.6.32.3","6.6","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","4.1","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","3.6","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","10.9","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","23.0","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","24.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","17.4","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","15.0","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","13.0","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","8.9","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","7.0","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Both sexes","Percentage","242","units","0","v102040384","1.6.33.1","8.4","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","4.0","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","3.3","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","7.8","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","18.4","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Sales representatives and salespersons - wholesale and retail trade [64]","Males","Percentage","242","units","0","v102040385","1.6.33.2","19.2","","","","1"
