"REF_DATE","GEO","DGUID","Labour force characteristics","National Occupational Classification (NOC)","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102047905","9.6.44.1","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102047905","9.6.44.1","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102047905","9.6.44.1","5.8","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102047905","9.6.44.1","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Both sexes","Percentage","242","units","0","v102047905","9.6.44.1","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","6.2","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","13.7","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","10.6","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","12.2","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","6.1","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Males","Percentage","242","units","0","v102047906","9.6.44.2","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","Percentage","242","units","0","v102047907","9.6.44.3","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","16.2","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","12.1","","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","18.9","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","10.3","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","9.4","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","10.8","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","11.2","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","11.6","","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","7.3","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","15.8","","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Both sexes","Percentage","242","units","0","v102047908","9.6.45.1","17.1","","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","16.8","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","12.6","","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","22.6","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","11.1","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","8.3","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","11.3","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","13.5","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","14.5","","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","9.0","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","19.1","","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Males","Percentage","242","units","0","v102047909","9.6.45.2","17.8","","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Workers in natural resources, agriculture and related production [84]","Females","Percentage","242","units","0","v102047910","9.6.45.3","18.5","","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","41.2","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","39.1","","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","42.2","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","43.2","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","43.6","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","21.1","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","14.5","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","12.3","","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","14.3","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Both sexes","Percentage","242","units","0","v102047911","9.6.46.1","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","32.3","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","26.3","","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","33.3","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","40.5","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","45.2","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","17.5","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","13.5","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","14.0","","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Males","Percentage","242","units","0","v102047912","9.6.46.2","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","100.0","","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","77.8","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","83.3","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","35.7","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","75.0","","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Harvesting, landscaping and natural resources labourers [86]","Females","Percentage","242","units","0","v102047913","9.6.46.3","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","2.5","","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","4.8","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","8.8","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","10.2","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","7.2","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","3.4","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Both sexes","Percentage","242","units","0","v102047914","9.6.47.1","4.2","","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","5.8","","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","9.9","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","10.5","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","8.6","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","4.3","","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Males","Percentage","242","units","0","v102047915","9.6.47.2","3.9","","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Occupations in manufacturing and utilities [9]","Females","Percentage","242","units","0","v102047916","9.6.47.3","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","6.3","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","12.0","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","6.3","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Both sexes","Percentage","242","units","0","v102047917","9.6.48.1","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","6.8","","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","13.0","","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","6.8","","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-11","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Males","Percentage","242","units","0","v102047918","9.6.48.2","","x","","","1"
"2020-01","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-02","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-03","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-04","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-05","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-06","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-07","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-08","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-09","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
"2020-10","Saskatchewan","2016A000247","Unemployment rate","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","Percentage","242","units","0","v102047919","9.6.48.3","","x","","","1"
